id,user_id,用户昵称,微博正文,话题,转发数,评论数,点赞数,发布时间
4839468828465375,2819102213,我就是御医小机灵鬼,#台湾是中国的#大小S敢站出来说“台湾是中国的”吗？她们不会。所以以后别给我们推这一家的事，没有任何正面的宣传效应。,台湾是中国的,0,0,0,2022-11-24 23:12
4839468798842320,3930771266,老王什么时候能发财,#台湾是中国的#一起居家做核酸。,台湾是中国的,0,0,0,2022-11-24 23:12
4839468625826753,5693125018,LeeAill,#台湾是中国的#赶紧把台湾收回来一块做核算,台湾是中国的,0,0,0,2022-11-24 23:11
4839468453855566,1839681925,枣庄公安,【国防部：#台湾单方面划设的线是非法无效的#】11月24日下午，国防部举行例行记者会。#台湾是中国的#有记者提问：台湾地区防务部门负责人近日称，若两岸开战，绝对打到底，绝对有胜算。另据报道，一段解放军厦门舰与台军马公舰的视频在网络上引发关注。视频中，台湾马公舰无理喊话，厦门舰霸气回应：你所谓的24海里线不存在。请问对此有何评论？吴谦：关于厦门舰的回应，我想给他们点个赞。台湾单方面划设的这个线、那个线，都是非法无效的，都无法改变台湾属于中国的事实，更无法阻挡中国人民解放军捍卫国家主权和领土完整的前进步伐。至于民进党当局一些人蚍蜉撼树般的叫嚣，我要正告他们，如果有人胆敢把台湾从中国分裂出去，解放军必将断然出手，必将迎头痛击。@人民日报L人民日报的微博视频,"台湾单方面划设的线是非法无效的,台湾是中国的",0,2,3,2022-11-24 23:10
4839468446777494,7329281221,笑眯眯的大眼怪,#台湾是中国的#听了快十几年了耳朵都快长茧了嘴上功夫永远厉害,台湾是中国的,0,0,0,2022-11-24 23:10
4839468416896726,2819102213,我就是御医小机灵鬼,#台湾是中国的#建议以后台湾艺人想要赚大陆的钱，签合同的时候要明确写明台湾是中国的，并坚定立场，要不然就别来大陆捞钱。一但因立场造成损失让他们赔违约金赔到倾家荡产。大陆也不是没有艺人，不差那些台独青蛙,台湾是中国的,0,0,0,2022-11-24 23:10
4839468387010805,7782884695,台湾情报小组,蔡正元：美国给台积电员工发绿卡，是为了更好的控制防止为中国大陆设计高阶芯片#中国##台湾##美国#O网页链接,"中国,台湾,美国",0,0,3,2022-11-24 23:10
4839468273502650,7410976041,·山楂冰棍·,#台湾是中国的#中国台湾,台湾是中国的,0,0,0,2022-11-24 23:10
4839468228149491,6018436795,扒圈酱紫,11月24日晚，具俊晔首发声回应与大S婚内出轨传言：“StopFakeNews”喊话网友停止传播假新闻。具俊晔在文中转发了网络上的截图，时间分别是2018年12月7日到2018年12月10日，传闻称具俊晔在此期间去中国台湾见某人，被质疑这个人是大S，具俊晔则公开2018年12月8日拍摄的图片，曝光这个人女人不是大S，否认与大S婚内出轨。据了解，24日有网友发现，具俊晔曾在2018年12月飞往台湾见一个重要的人，而在同一年大S和汪小菲录制《幸福三重奏》，两人的相互方式十分压抑，可以预见二人的婚姻不会长远，期间小S到家中做客，当时大S说小S最爱唱具俊晔的歌，让人品出不一样的暗示。爆料者又声称具俊晔偷偷删掉了相关发文，而具俊晔分享了个人社交账号页面，可以看到相关的发文仍存在，所以删文一说纯属谣言。具俊晔否认出轨也是风波之后第一次发声，不过他保持克制，点到为止，并没有对汪小菲发起反击，个性可以说与汪小菲截然不同。此前，汪小菲发文炮轰具俊晔窝囊废，讽刺他吃软饭，住他的豪宅、用他的水电、用他的床垫。大S难忍老公受辱，第二天就把床垫扔给汪小菲的酒店，没想到汪小菲当场叫人开拆，又掀起“狸猫换太子”的风波，被质疑送回了一张假床垫，只有2万人民币。大S经纪人受访发声，称汪小菲当初买的就是这张2万的床垫，大S对床垫不了解，也不关心床垫的品牌和价值，再婚后没有换床垫，是平日忙于照顾小朋友，床垫铺了床单又睡了多年，早就不知道床垫长什么样子。经纪人解释大S最不能忍受的是人格被侮辱，所以寄托于物归原主之后能够平息风波。不难发现，大S一家都在强调他们希望平息风波，不愿意跟汪小菲母子吵架，具俊晔可能也是出于对妻子的尊重，一直站在背后没有发声，此前只是点赞了大S的声明，始终不希望介入此事。,,0,0,0,2022-11-24 23:10
4839468144529996,2000292037,营山交警,晚安心语打扫勤一点，运动多一点，把心放宽点。幸福的生活就是由这“一点”加“一点”组成的。周四，#晚安##台湾是中国的##卡塔尔王子感谢中国网友#,"晚安,台湾是中国的,卡塔尔王子感谢中国网友",0,0,1,2022-11-24 23:09
4839468090001338,5141134041,河南真牛杯只玩一刀切,是是是日本也是韩国也是都是中国的#台湾是中国的#,台湾是中国的,0,0,0,2022-11-24 23:09
4839468081611878,1233302995,李连源,【国防部：#台湾单方面划设的线是非法无效的#】#给厦门舰点赞#11月24日下午，国防部举行例行记者会。#台湾是中国的#有记者提问：台湾地区防务部门负责人近日称，若两岸开战，绝对打到底，绝对有胜算。另据报道，一段解放军厦门舰与台军马公舰的视频在网络上引发关注。视频中，台湾马公舰无理喊话，厦门舰霸气回应：你所谓的24海里线不存在。请问对此有何评论？吴谦：关于厦门舰的回应，我想给他们点个赞。台湾单方面划设的这个线、那个线，都是非法无效的，都无法改变台湾属于中国的事实，更无法阻挡中国人民解放军捍卫国家主权和领土完整的前进步伐。至于民进党当局一些人蚍蜉撼树般的叫嚣，我要正告他们，如果有人胆敢把台湾从中国分裂出去，解放军必将断然出手，必将迎头痛击。@人民日报L人民日报的微博视频,"台湾单方面划设的线是非法无效的,给厦门舰点赞,台湾是中国的",0,0,0,2022-11-24 23:09
4839468048058142,1911542240,龙瑞见观天下,#台湾是中国的#美国为什么这样敌视我们？怎么破解之？,台湾是中国的,1,0,0,2022-11-24 23:09
4839467993271913,3763554674,荣宝斋书画部,说谎真的不眨眼睛？真的没眼看，弯弯那边的人真是无底线。张兰曾经发视频爆料过汪小菲跟大小S的朋友圈混，在家因为关于讨论台湾问题表现太爱国，汪小菲被人按在地上打。所以作为中国人，只要不主动承认自己是中国人的台湾人，我都很鄙视和反感。台湾那边魔怔人太多了，特别年轻人，真的是吃饭砸锅不要太多。希望台湾能早日回归祖国，宝岛这片土地真的太珍贵了。O不偷情的男人，都是没有出息的L荣宝斋书画部的微博视频,,0,0,3,2022-11-24 23:09
4839467829173535,2137122913,普罗旺斯的紫色狂想,#台湾是中国的#唉，速度吧，加油,台湾是中国的,0,0,0,2022-11-24 23:08
4839467787224150,6031591325,温酒_zhan化腾,#台湾是中国的#是吧,台湾是中国的,0,0,0,2022-11-24 23:08
4839467761796426,1037791905,中国退役军人,【#老班长晚安口令#】#台湾是中国的#，任何通过武装台湾遏制中国大陆的企图都不过是痴人说梦，都注定在中国人民解放军这座钢铁长城面前碰得头破血流。今日口令：痴人说梦，回令：_________,"老班长晚安口令,台湾是中国的",0,5,2,2022-11-24 23:08
4839467753935449,7070926689,三十七度二n,#台湾是中国的#正确的,台湾是中国的,0,0,0,2022-11-24 23:08
4839467729292338,7241739260,偷走你的小面包,#台湾是中国的#所以那个呢,台湾是中国的,1,1,1,2022-11-24 23:08
4839467547888674,7420052387,与风望,#台湾是中国的#🇨🇳🇨🇳🇨🇳,台湾是中国的,0,0,0,2022-11-24 23:07
4839467451684916,2855983117,一只涛米俪,#台湾是中国的#是的是的,台湾是中国的,0,0,0,2022-11-24 23:06
4839467413931916,6319234854,爱吃蛋糕的梁懒懒-口红,#台湾是中国的#台湾会回家的！台湾是中国的🇨🇳台独们和漂亮国少特么多管闲事！,台湾是中国的,0,1,11,2022-11-24 23:06
4839467347347117,7453493163,koi_钟表很走字,#台湾是中国的#支持,台湾是中国的,0,0,0,2022-11-24 23:06
